"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="6541","泰福-KY","市","11/19","52","-1.8","-3.35","10","26.5","26.47","138","12.5","8.07","","","","","","","生技醫療業","盛保熙","Stephen Lam"
="6550","北極星藥業-KY","市","11/19","29","-0.25","-0.85","10","77","77.04","223","19.8","3.46","","","","有","有","","生技醫療業","Digital Capital Inc. (代表人: 徐展平)","徐展平"
="6552","易華電","市","11/19","24.25","-0.35","-1.42","10","8.3","8.3","20.1","52.1","8.86","","","","","","","半導體業","温文郁","黃梅雪"
="6558","興能高","市","11/19","35.8","-0.4","-1.1","10","9.38","9.38","33.6","28.7","6.96","","","","","有","","其他電子業","陳國鍾","謝祥豪"
="6573","虹揚-KY","市","11/19","14.75","-1.05","-6.65","10","8.05","8.05","11.9","15.9","8.15","","","","","","","半導體業","高桂珍","高桂珍"
="6579","研揚","市","11/19","107.5","-1","-0.92","10","16.9","16.95","182","15","8.25","","","","","","","電腦及週邊設備業","莊永順","林建宏"
="6581","鋼聯","市","11/19","108","0","0","10","11.1","11.13","120","30.5","7.81","","","","","","","綠能環保","林才翔","謝宗霖"
="6582","申豐","市","11/19","32.2","-0.9","-2.72","10","10.6","10.62","34.2","46.3","8.43","","","","","","","橡膠工業","黃鯤雄","曾建稄"
="6585","鼎基","市","11/19","87","-3","-3.33","10","7.21","7.21","62.8","44.7","3.5","","","有","","","","其他業","林勳臺","林庚賢"
="6589","台康生技","市","11/19","72.8","-1.8","-2.41","10","30.6","30.62","223","12.9","6.4","","","","","有","","生技醫療業","劉理成","劉理成"
="6591","動力-KY","市","11/19","74.3","-0.4","-0.54","10","4.11","4.11","30.6","12","7.9","","","","有","","","電腦及週邊設備業","許文昉","許文昉"
="6592","和潤企業","市","11/19","60.5","0","0","10","72.3","62.32","377","26.5","5.95","","","","有","","有","其他業","陳建州","林彥良"
"6592A","和潤企業甲特","市","11/19","97","-0.2","-0.21","","","5","48.5","","3.15","","","","","","","其他業","",""
"6592B","和潤企業乙特","市","11/19","97.8","-0.2","-0.2","","","5","48.9","","2.22","","","","","","","其他業","",""
="6598","ABC-KY","市","11/19","20.55","-0.45","-2.14","10","10.3","10.28","21.1","9.6","5.45","","","","","","","生技醫療業","李家榮","何重人"
="6605","帝寶","市","11/19","137.5","-0.5","-0.36","10","16.6","16.58","228","45.6","21.7","","","有","有","","","汽車工業","謝綉氣","許 (余又) 銘"
="6606","建德工業","市","11/19","24.35","-0.25","-1.02","10","11","11.03","26.9","59.7","2.66","","","","","","","電機機械","李金旆","黃盈璇"
="6625","必應","市","11/19","87","+0.6","+0.69","10","5.8","5.8","50.4","11.9","7.78","","","","","","","其他業","周佑洋","周佑洋"
="6641","基士德-KY","市","11/19","20.2","-0.35","-1.7","10","3.65","3.65","7.37","12.1","7.16","","","","有","","","綠能環保","謝宏炅","陳世賢"
="6645","金萬林-創","市","11/19","18.85","+0.05","+0.27","10","6.09","6.09","11.5","21.3","1.92","","","","","","","生技醫療業","吳品聰","楊文明"
="6655","科定","市","11/19","102.5","+2.5","+2.5","10","8.06","8.06","82.6","23.3","6.98","","","","","","","其他業","曹憲章","曹憲章"
="6657","華安","市","11/19","42.45","+0.9","+2.17","10","8.87","8.87","37.6","13.2","2.44","","","","","","","生技醫療業","陳翰民","江銘燦"
="6658","聯策","市","11/19","47.95","+0.1","+0.21","10","3.64","3.64","17.4","23.6","2.05","","","","","","","其他電子業","林文彬","林文彬"
="6666","羅麗芬-KY","市","11/19","44.45","+0.1","+0.23","10","4.74","4.74","21.1","9.2","7","","","","","","","生技醫療業","嘉黛國際有限公司(代表人:羅麗芬)","饒煥文"
="6668","中揚光","市","11/19","37","-0.6","-1.6","10","10.7","10.71","39.6","12.5","6.94","","","","有","有","","光電業","李榮洲","許智程"
="6669","緯穎","市","11/19","4150","+20","+0.48","10","18.6","18.58","7,712","13.7","6.65","有","","有","有","","","電腦及週邊設備業","洪麗寗","林威遠"
="6670","復盛應用","市","11/19","231.5","-1.5","-0.64","10","13.9","13.94","323","15.2","6.92","","","有","","","","運動休閒","李亮箴","江慶生"
="6671","三能-KY","市","11/19","36","0","0","10","6.08","6.08","21.9","10.6","6.94","","","","","","","居家生活","張瑞榮","蕭凱峰"
="6672","騰輝電子-KY","市","11/19","84.5","-2.2","-2.54","10","7.14","7.14","60.4","13.1","6.6","","","","","","","電子零組件業","Alpha Victor Limited代表人：王有慈","鍾健人"
="6674","鋐寶科技","市","11/19","20.6","-0.25","-1.2","10","6.88","6.88","14.2","16.3","6.98","","","","","","","通信網路業","翁宗斌","王昱賀"
="6689","伊雲谷","市","11/19","61","-1.1","-1.77","10","6.8","6.8","41.5","12.2","3.19","","","有","","","","數位雲端","蔡佳宏","林儀(執行長)"
="6691","洋基工程","市","11/19","443.5","+12","+2.78","10","12.1","12.15","539","45.3","3.88","","","有","","","","其他電子業","劉士源","林鴻忠"
="6695","芯鼎","市","11/19","41.1","-1.2","-2.84","10","9.65","9.65","39.7","15.9","3.04","","","","","有","","半導體業","羅森洲","許英偉"
="6698","旭暉應材","市","11/19","29.6","-0.3","-1","10","6.64","6.64","19.7","18.5","5.99","","","","","","","其他電子業","趙勤孝","王宜凡"
="6706","惠特","市","11/19","77.6","-0.3","-0.39","10","7.86","7.86","61","25.8","5.92","","","有","有","","","光電業","鎧叡投資有限公司 代表人：賴允晉","徐秋田"
="6715","嘉基","市","11/19","83.4","-1","-1.18","10","6.64","6.64","55.3","14.2","5.94","","","有","有","","","電子零組件業","朱德祥","羅偉仁"
="6719","力智","市","11/19","194.5","+0.5","+0.26","10","10.5","10.54","205","19.9","3.85","","","有","","有","","半導體業","許先越","黃學偉"
="6742","澤米","市","11/19","40.95","-1.05","-2.5","10","7.13","7.13","29.2","22.8","1.96","","","","","","","光電業","何昆年(全珩投資股份有限公司代表人)","李振瑞"
="6743","安普新","市","11/19","27.95","-0.35","-1.24","10","15","15","41.9","27.4","4.93","","","","","","","其他電子業","黃常青","黃常青"
="6753","龍德造船","市","11/19","111","-1","-0.89","10","11.3","11.31","126","49.5","2.7","","","有","有","","","航運業","黃守真","黃守龍"
="6754","匯僑設計","市","11/19","46.5","+0.15","+0.32","10","6.6","6.6","30.7","10.9","5.24","","","","","","","居家生活","王秀卿","楊信力"
="6756","威鋒電子","市","11/19","75.5","0","0","10","6.99","6.99","52.8","17.4","4.91","","","","","","","半導體業","陳文琦","林志峰"
="6757","台灣虎航","市","11/19","67.5","0","0","10","46","45.95","310","11.6","2.27","有","","有","","","","航運業","黃世惠","待委任"
="6768","志強-KY","市","11/19","110.5","+2","+1.84","10","20","20.01","221","8.6","4.58","","","有","有","","","運動休閒","陳維家","馬世正"
="6770","力積電","市","11/19","35.35","-0.55","-1.53","10","419","418.8","1,480","17.6","3.96","有","","有","","","","半導體業","黃崇仁","朱憲國"
="6771","平和環保-創","市","11/19","48.5","0","0","10","3.12","3.12","15.1","19.3","1.51","","","","有","","","綠能環保","吳明陽","黃弘傑"
="6776","展碁國際","市","11/19","49.85","0","0","10","8.16","8.16","40.7","47.9","4.64","","","","","","","電子通路業","陳俊聖","林佳璋"
="6781","AES-KY","市","11/19","1380","-35","-2.47","10","8.54","8.54","1,179","5.9","4.66","","","有","","","","電子零組件業","宋福祥","宋維哲"
="6782","視陽","市","11/19","169","+1","+0.6","10","6.3","6.3","106","27","2.98","","","有","","","","生技醫療業","李重儀","李重儀"
="6789","采鈺","市","11/19","230.5","+1","+0.44","10","31.8","31.83","734","22","3.39","","","有","","","","半導體業","關欣","關欣"
="6790","永豐實","市","11/19","36.9","-0.2","-0.54","10","26.7","26.71","98.6","39.1","4.14","","","","","","","造紙工業","何奕達","陳亭蓁"
="6792","詠業","市","11/19","50","-0.5","-0.99","10","4.79","4.79","23.9","37.6","3.95","","","","","","","通信網路業","蘇開建","張鳴助"
="6794","向榮生技","市","11/19","70.6","+0.1","+0.14","10","6.07","6.36","44.9","7.6","1.5","","","","","有","","生技醫療業","蔡意文","洪懿珮"
="6796","晉弘","市","11/19","86.6","+0.3","+0.35","10","3.82","3.82","33.1","15.3","3.47","","","","有","","","生技醫療業","鄭竹明","鄭竹明"
="6799","來頡","市","11/19","73.7","-1.4","-1.86","10","4.31","4.31","31.7","15.2","3.53","","","","","","","半導體業","愛普科技股份有限公司","孟慶達"
="6805","富世達","市","11/19","1480","+45","+3.14","10","6.86","6.86","1,015","24.4","2.03","","","有","","","","電子零組件業","黃祖模","徐安賜"
="6806","森崴能源","市","11/19","39.35","-2.05","-4.95","10","27.5","27.46","108","18.6","4.01","","","","有","","","綠能環保","郭台強","胡惠森"
="6807","峰源-KY","市","11/19","45.65","-0.1","-0.22","10","5.4","5.4","24.7","6.4","3.57","","","","","","","居家生活","蔡文達","蔡文達"
="6830","汎銓","市","11/19","149","-2.5","-1.65","10","5.18","5.18","77.2","20.3","3.22","","","有","","","","其他電子業","柳紀綸","柳紀綸"
="6834","天二科技","市","11/19","29.7","+2","+7.22","10","8.85","8.85","26.3","55.8","3.22","","","","","","","電子零組件業","廖震益","黃弘傑"
="6835","圓裕","市","11/19","38.7","-0.1","-0.26","10","6.62","6.62","25.6","45.4","3.03","","","","","","","電子零組件業","張志中","杜淑敏"
="6838","台新藥","市","11/19","26.3","-0.05","-0.19","10","15.1","15.1","39.7","15","1.27","","","","","","","生技醫療業","程正禹","許力克"
="6854","錼創科技-KY創","市","11/19","128","-1.5","-1.16","10","11.8","11.77","151","11.7","3.26","","","","","","","半導體業","李允立","李允立"
="6861","睿生光電","市","11/19","56.2","-0.3","-0.53","10","4.16","4.15","23.3","6.6","2.65","","","","","","","生技醫療業","楊柱祥","李志聖"
="6862","三集瑞-KY","市","11/19","168.5","+6","+3.69","10","5","5","84.2","4.4","1.08","","","有","","","","電子零組件業","林伙利","林伙利"
="6863","永道-KY","市","11/19","106","-1.5","-1.4","10","7.49","7.49","79.4","4.1","2.67","","","有","","","","通信網路業","何奕達","林秉毅"
="6869","雲豹能源","市","11/19","94.4","-1.7","-1.77","10","13.8","13.78","130","9.8","2.69","","","有","有","","","綠能環保","廖福生","趙書閔"
="6873","泓德能源","市","11/19","97","-1.4","-1.42","10","14.1","14.19","138","9.5","1.15","","","有","有","有","","綠能環保","謝源一","周仕昌"
="6885","全福生技","市","11/19","28.7","+0.5","+1.77","10","13.3","13.32","38.2","12.3","0.93","","","","","","","生技醫療業","林羣","徐文祺"
="6887","寶綠特-KY","市","11/19","62.3","-0.9","-1.42","10","7.41","7.41","46.2","12.6","0.7","","","","","","","綠能環保","歐晢文","歐晢文"
="6890","來億-KY","市","11/19","243","+13.5","+5.88","10","24.9","24.94","606","4.4","1.44","","","有","","","","運動休閒","鐘德禮","林昌永"
="6901","鑽石投資","市","11/19","16.35","-0.35","-2.1","10","85.2","85.18","139","12.9","2.17","","","","","","","其他業","楊泮池","吳友梅"
="6902","GOGOLOOK","市","11/19","77","+0.5","+0.65","10","3.54","3.54","27.2","13.6","2.36","","","","","","","數位雲端","鄭勝丰","郭建甫"
="6906","現觀科","市","11/19","88","+2","+2.33","10","3.35","3.35","29.5","6.2","1.85","","","","","","","數位雲端","邱大剛","邱大剛"
="6909","創控","市","11/19","35.9","-0.3","-0.83","10","6.72","6.72","24.1","15.8","0.5","","","","","","","半導體業","王禮鵬","王禮鵬"
="6914","阜爾運通","市","11/19","147.5","+1.5","+1.03","10","6.62","6.62","97.7","24.8","1.55","","","","","","","其他業","楊文杰","潘壕新"
="6916","華凌","市","11/19","16.75","-0.3","-1.76","10","6.75","6.75","11.3","27.4","1.96","","","","","","","光電業","廖育斌","廖育斌"
="6918","愛派司","市","11/19","86.5","+0.7","+0.82","10","3.46","3.46","29.9","16.2","0.45","","","","","","","生技醫療業","李泗銘","羅翔煒"
="6919","康霈*","市","11/19","134.5","+12","+9.8","0.5","7.75","155.1","2,086","13.1","1.13","","","","","","","生技醫療業","徐坴暉","凌玉芳"
="6923","中台","市","11/19","96.5","-0.4","-0.41","10","9.15","9.15","88.3","24.5","1.15","","","有","","","","綠能環保","鄭光傑","張啓達"
="6924","榮惠-KY創","市","11/19","61.8","+1.6","+2.66","10","2.08","2.08","12.9","10.1","0.96","","","","","","","電子零組件業","劉世璘","許銘哲"
="6928","攸泰科技","市","11/19","46.9","-0.8","-1.68","10","8.6","8.6","40.3","14.4","1.51","","","","","","","電腦及週邊設備業","簡民智","謝彥鵬"
="6931","青松健康","市","11/19","58.5","-2.2","-3.62","10","6.62","6.62","38.7","18.5","0.85","","","","","","","生技醫療業","陳謀","周孟賢"
="6933","AMAX-KY","市","11/19","155.5","-2","-1.27","10","4.24","4.21","65.5","3.9","2.03","","","有","","","","電腦及週邊設備業","倪小菁","倪小菁"
="6936","永鴻生技","市","11/19","34.15","0","0","10","7.28","7.28","24.8","13.5","0.56","","","","","","","生技醫療業","鍾威凱","鍾威凱"
="6937","天虹","市","11/19","205.5","-4.5","-2.14","10","6.76","6.76","139","23.3","1.94","","","有","","","","半導體業","黃見駱","黃見駱"
="6944","兆聯實業","市","11/19","524","+10","+1.95","10","7.63","7.63","400","20.9","0.48","","","有","","","","綠能環保","林國清","曹逸昌"
="6949","沛爾生醫-創","市","11/19","359","-8","-2.18","10","5.87","5.86","210","8.6","1.7","","","","","","","生技醫療業","林成龍","林成龍"
="6951","青新-創","市","11/19","72.8","-0.6","-0.82","10","4.6","4.6","33.5","26.4","1.42","","","","","","","綠能環保","張芳正","張財榮"
="6952","大武山","市","11/19","42.35","-1.5","-3.42","10","6.83","6.83","28.9","18.9","1.44","","","","","","","其他業","林鳳春","魏尚將"
="6955","邦睿生技-創","市","11/19","163","-1","-0.61","10","2.48","2.48","40.4","9.9","0.96","","","","","","","生技醫療業","徐振騰","徐振騰"
="6957","裕慶-KY","市","11/19","207","+2.5","+1.22","10","5.55","5.55","115","7.4","1.4","","","有","","","","其他業","廖昭宜","廖昭宜"
="6958","日盛台駿","市","11/19","15.15","-0.65","-4.11","10","40.3","40.33","61.1","44.3","1.25","","","","","","","其他業","簡志明","朱志威"
="6962","奕力-KY","市","11/19","40.2","-0.95","-2.31","10","49.2","49.24","198","6.9","0.98","","","有","","","","半導體業","梁公偉","陳泰元"
="6965","中傑-KY","市","11/19","74","+2.4","+3.35","10","15.6","15.63","116","6.9","0.71","","","","","","","運動休閒","劉安哲","劉佑軒"
="6969","成信實業*-創","市","11/19","32.7","-0.9","-2.68","","5.49","3.81","12.5","6.1","1.2","","","","","","","綠能環保","陳鵬","謝雅敏"
="6988","威力暘-創","市","11/19","14","+0.2","+1.45","10","4.76","4.76","6.66","17.7","1.08","","","","","","","汽車工業","劉一郎","劉一郎"
="6994","富威電力","市","11/19","87.7","-1.8","-2.01","10","7.38","7.38","64.7","6.4","0.85","","","有","","","","綠能環保","胡惠森","郝遐鵬"
="7610","聯友金屬-創","市","11/19","96.7","-1.6","-1.63","10","4.86","4.86","47","7.5","0.2","","","","","","","綠能環保","顏文良","吳永中"
="7631","聚賢研發-創","市","11/19","124","+3","+2.48","10","1.98","1.98","24.6","7.8","0.69","","","","","","","其他電子業","曾國強","鄭惠芸"
="7705","三商餐飲","市","11/19","40","-0.4","-0.99","10","6.61","6.61","26.4","29","0.98","","","","","","","觀光餐旅","陳翔玢","陳翔玢"
="7711","永擎","市","11/19","278","+10","+3.73","10","6.24","7.18","199","12.8","0.97","","","","","","","電腦及週邊設備業","許隆倫","沙韋旭"
="7721","微程式","市","11/19","46.85","-0.65","-1.37","10","5.54","5.54","25.9","30","0.31","","","","","有","","數位雲端","吳騰彥","吳騰彥"
="7722","LINEPAY","市","11/19","531","+1","+0.19","10","6.8","6.8","361","10.7","0.96","","","有","","","","數位雲端","丁雄注","丁雄注"
="7730","暉盛-創","市","11/19","79","+0.2","+0.25","10","3.46","3.68","29.1","23.4","0.04","","","","","","","半導體業","宋俊毅","許嘉元"
="7732","金興精密","市","11/19","37.25","0","0","10","6.47","6.47","24.1","36.6","0.85","","","","","","","汽車工業","施春景","施春景"
="7736","虎山","市","11/19","90.8","+0.7","+0.78","10","7.6","7.6","69","42.9","0.68","","","","","","","汽車工業","陳映志","陳映志"
="7740","熙特爾-創","市","11/19","148","-6.5","-4.21","10","5.32","5.32","78.7","8.2","0.43","","","","","","","綠能環保","林聖澤","陳伯勳"
="7749","意騰-KY","市","11/19","421","-13","-3","10","4.65","4.65","196","9.5","0.44","","","有","","","","半導體業","顏志展","顏志展"
="7750","新代","市","11/19","749","-2","-0.27","10","7.18","7.18","538","30.3","0.17","","","","","","","電機機械","蔡尤鏗","蔡尤鏗"
="7765","中華資安","市","11/19","271","-0.5","-0.18","10","4.07","4.07","110","7.9","0.2","","","","","","","數位雲端","陳明仕","洪進福"
="7780","大研生醫","市","11/19","173","-5.5","-3.08","10","8.1","8.1","140","7.4","0.2","","","","","","","食品工業","張家銘","林東慶"
="7786","東方風能","市","11/19","155.5","+5","+3.32","10","17.5","17.54","273","6.3","0.01","","","","","","","綠能環保","陳柏霖","陳柏霖"
="7788","松川精密","市","11/19","100","0","0","10","7.97","7.97","79.7","51.3","0.1","","","","","","","電子零組件業","王傳世","王傳世"
="7791","皇家可口","市","11/19","72.9","-0.6","-0.82","10","8","8","58.3","39.2","0.06","","","","","","","食品工業","周明芬","高長慶"
